ID da Pergunta;	Quantidade de Views;	Quantidade de Respostas;	Score;	Titulo da Questao;	ID da Resposta Aceita;	Tags;	Link da Questao;
6193744;	82396;	4;	241;	What would be an alternate to [TearDown] and [SetUp] in MSTest?;	6193761;	c#/selenium/automated-tests/mstest/;	https://stackoverflow.com/questions/6193744/what-would-be-an-alternate-to-teardown-and-setup-in-mstest;
31453495;	312509;	21;	241;	How to read AppSettings values from a .json file in ASP.NET Core;	31453663;	c#/.net/asp.net-core/.net-core/;	https://stackoverflow.com/questions/31453495/how-to-read-appsettings-values-from-a-json-file-in-asp-net-core;
58510;	217915;	21;	241;	Using .NET, how can you find the mime type of a file based on the file signature not the extension;	58570;	c#/mimemime-types/;	https://stackoverflow.com/questions/58510/using-net-how-can-you-find-the-mime-type-of-a-file-based-on-the-file-signature;
8058832;	270899;	33;	241;	System.MissingMethodException: Method not found?;	8059594;	c#/asp.net/dll/nuget/httphandler/;	https://stackoverflow.com/questions/8058832/system-missingmethodexception-method-not-found;
4203540;	199462;	8;	240;	Generate C# class from XML;	4203551;	c#/.net/xml/xsd/;	https://stackoverflow.com/questions/4203540/generate-c-class-from-xml;
37419572;	53164;	10;	240;	If async-await doesn&#39t create any additional threads, then how does it make applications responsive?;	37419845;	c#/.net/multithreading/asynchronous/async-await/;	https://stackoverflow.com/questions/37419572/if-async-await-doesnt-create-any-additional-threads-then-how-does-it-make-appl;
734930;	254945;	14;	239;	How to crop an image using C#?;	734941;	c#/image-processing/;	https://stackoverflow.com/questions/734930/how-to-crop-an-image-using-c;
4967656;	134641;	2;	239;	What is the default value for enum variable?;	4967673;	c#/.netenums/;	https://stackoverflow.com/questions/4967656/what-is-the-default-value-for-enum-variable;
2186101;	7557;	2;	239;	Why use try {} finally {} with an empty try block?;	2186123;	c#/.net/;	https://stackoverflow.com/questions/2186101/why-use-try-finally-with-an-empty-try-block;
7972150;	98855;	6;	238;	Guid is all 0&#39s (zeros)?;	7972163;	c#/.net/wcf/web-services/guid/;	https://stackoverflow.com/questions/7972150/guid-is-all-0s-zeros;
13230414;	101138;	3;	238;	Case insensitive access for generic dictionary;	13230450;	c#/genericsdictionary/;	https://stackoverflow.com/questions/13230414/case-insensitive-access-for-generic-dictionary;
331520;	254197;	14;	238;	How to fix &quotReferenced assembly does not have a strong name&quot error?;	331555;	c#/visual-studio/visual-studio-2005/assemblies/strongname/;	https://stackoverflow.com/questions/331520/how-to-fix-referenced-assembly-does-not-have-a-strong-name-error;
1000040;	162909;	20;	238;	Data binding to SelectedItem in a WPF Treeview;	5118406;	c#/wpf/mvvm/treeview/selecteditem/;	https://stackoverflow.com/questions/1000040/data-binding-to-selecteditem-in-a-wpf-treeview;
793100;	106239;	6;	238;	Globally catch exceptions in a WPF application?;	793119;	c#/wpf/exception/exception-handling/;	https://stackoverflow.com/questions/793100/globally-catch-exceptions-in-a-wpf-application;
288612;	368340;	15;	237;	How to increase the max upload file size in ASP.NET?;	288675;	c#/.net/asp.net/file-upload/;	https://stackoverflow.com/questions/288612/how-to-increase-the-max-upload-file-size-in-asp-net;
345091;	75986;	12;	237;	Will code in a Finally statement fire if I return a value in a Try block?;	345095;	c#/.net/exception-handling/try-catch/;	https://stackoverflow.com/questions/345091/will-code-in-a-finally-statement-fire-if-i-return-a-value-in-a-try-block;
7130136;	273755;	41;	237;	Unable to copy file - access to the path is denied;	null;	c#/visual-studio-2005access-denied/;	https://stackoverflow.com/questions/7130136/unable-to-copy-file-access-to-the-path-is-denied;
415291;	273399;	13;	237;	Best way to combine two or more byte arrays in C#;	415396;	c#/arrays/;	https://stackoverflow.com/questions/415291/best-way-to-combine-two-or-more-byte-arrays-in-c;
13717355;	220134;	5;	237;	Non-static method requires a target;	13717781;	c#/asp.net-mvc/asp.net-mvc-3/entity-framework/entity-framework-5/;	https://stackoverflow.com/questions/13717355/non-static-method-requires-a-target;
3669970;	232541;	9;	237;	Compare two List&ltT&gt objects for equality, ignoring order;	3670089;	c#/list/comparison/equals/;	https://stackoverflow.com/questions/3669970/compare-two-listt-objects-for-equality-ignoring-order;
2037283;	195818;	8;	237;	How do I represent a time only value in .NET?;	2037375;	c#/.net/datetime/time/;	https://stackoverflow.com/questions/2037283/how-do-i-represent-a-time-only-value-in-net;
1043039;	111325;	5;	237;	Does List&ltT&gt guarantee insertion order?;	1043052;	c#/.netcollections/;	https://stackoverflow.com/questions/1043039/does-listt-guarantee-insertion-order;
30634753;	95929;	7;	237;	What is the difference between a Shared Project and a Class Library in Visual Studio 2015?;	30638495;	c#/.netvisual-studio-2015/;	https://stackoverflow.com/questions/30634753/what-is-the-difference-between-a-shared-project-and-a-class-library-in-visual-st;
6111298;	278971;	11;	236;	Best way to specify whitespace in a String.Split operation;	6111355;	c#/string/;	https://stackoverflow.com/questions/6111298/best-way-to-specify-whitespace-in-a-string-split-operation;
16364059;	111106;	21;	236;	Keyboard shortcuts are not active in Visual Studio with Resharper installed;	16365151;	c#/visual-studioresharper/;	https://stackoverflow.com/questions/16364059/keyboard-shortcuts-are-not-active-in-visual-studio-with-resharper-installed;
659887;	330593;	13;	236;	Get url parameters from a string in .NET;	659929;	c#/.net/url/parsing/parameters/;	https://stackoverflow.com/questions/659887/get-url-parameters-from-a-string-in-net;
2031824;	227831;	25;	236;	What is the best way to check for Internet connectivity using .NET?;	2031831;	c#/.netinternet-connection/;	https://stackoverflow.com/questions/2031824/what-is-the-best-way-to-check-for-internet-connectivity-using-net;
2690623;	148005;	11;	236;	What is the &#39dynamic&#39 type in C# 4.0 used for?;	2690661;	c#/.net/dynamic/c#-4.0/;	https://stackoverflow.com/questions/2690623/what-is-the-dynamic-type-in-c-4-0-used-for;
4284663;	59801;	4;	236;	Difference between ObservableCollection and BindingList;	4284805;	c#/.net/wpf/observablecollection/wpf-4.0/;	https://stackoverflow.com/questions/4284663/difference-between-observablecollection-and-bindinglist;
786383;	82995;	15;	236;	C# Events and Thread Safety;	786455;	c#/multithreadingevents/;	https://stackoverflow.com/questions/786383/c-events-and-thread-safety;
1056121;	620566;	13;	235;	How to create JSON string in C#;	1056127;	c#/asp.netjson/;	https://stackoverflow.com/questions/1056121/how-to-create-json-string-in-c;
4469929;	762410;	39;	235;	Could not load file or assembly or one of its dependencies;	4470042;	c#/.net/reference/compiler-errors/;	https://stackoverflow.com/questions/4469929/could-not-load-file-or-assembly-or-one-of-its-dependencies;
5243910;	141062;	3;	235;	Page vs Window in WPF?;	5244045;	c#/wpf/;	https://stackoverflow.com/questions/5243910/page-vs-window-in-wpf;
10169648;	258566;	7;	234;	How to exclude property from Json Serialization;	10169675;	c#/json/;	https://stackoverflow.com/questions/10169648/how-to-exclude-property-from-json-serialization;
20925822;	299120;	10;	234;	ASP.NET MVC 5 - Identity. How to get current ApplicationUser;	22835540;	c#/asp.net-mvc-5/identity/asp.net-identity/;	https://stackoverflow.com/questions/20925822/asp-net-mvc-5-identity-how-to-get-current-applicationuser;
16101795;	127400;	2;	234;	Why is it faster to check if dictionary contains the key, rather than catch the exception in case it doesn&#39t?;	16101815;	c#/performancedictionary/;	https://stackoverflow.com/questions/16101795/why-is-it-faster-to-check-if-dictionary-contains-the-key-rather-than-catch-the;
17197699;	92726;	10;	233;	Awaiting multiple Tasks with different results;	17197786;	c#/.net/async-await/task-parallel-library/.net-4.5/;	https://stackoverflow.com/questions/17197699/awaiting-multiple-tasks-with-different-results;
13297563;	560909;	7;	233;	Read and parse a Json File in C#;	null;	c#/json/parsing/large-files/;	https://stackoverflow.com/questions/13297563/read-and-parse-a-json-file-in-c;
13565245;	224591;	6;	233;	Convert Newtonsoft.Json.Linq.JArray to a list of specific object type;	13565373;	c#/json.net/;	https://stackoverflow.com/questions/13565245/convert-newtonsoft-json-linq-jarray-to-a-list-of-specific-object-type;
15828;	470369;	32;	233;	Reading Excel files from C#;	16051;	c#/.net/excel/ms-office/;	https://stackoverflow.com/questions/15828/reading-excel-files-from-c;
491334;	113838;	8;	233;	Why does Boolean.ToString output &quotTrue&quot and not &quottrue&quot;	491387;	c#/.netboolean/;	https://stackoverflow.com/questions/491334/why-does-boolean-tostring-output-true-and-not-true;
14023988;	10699;	2;	233;	Why is processing a sorted array slower than an unsorted array?;	14024191;	c#/.net/performance/language-agnostic/;	https://stackoverflow.com/questions/14023988/why-is-processing-a-sorted-array-slower-than-an-unsorted-array;
4872946;	316254;	6;	232;	LINQ query to select top five;	4872958;	c#/linq/;	https://stackoverflow.com/questions/4872946/linq-query-to-select-top-five;
2451336;	136887;	5;	232;	How to Pass Parameters to Activator.CreateInstance&ltT&gt();	2451341;	c#/genericscreateinstance/;	https://stackoverflow.com/questions/2451336/how-to-pass-parameters-to-activator-createinstancet;
8625;	127685;	11;	232;	Generic type conversion FROM string;	8633;	c#/generics/primitive/type-safety/;	https://stackoverflow.com/questions/8625/generic-type-conversion-from-string;
599837;	289312;	15;	232;	How to generate and validate a software license key?;	599853;	c#/license-key/;	https://stackoverflow.com/questions/599837/how-to-generate-and-validate-a-software-license-key;
1126915;	266310;	10;	232;	How do I split a string by a multi-character delimiter in C#?;	1126933;	c#/.netstring/;	https://stackoverflow.com/questions/1126915/how-do-i-split-a-string-by-a-multi-character-delimiter-in-c;
2019417;	257214;	12;	231;	How to access random item in list?;	2019432;	c#/arrays/string/random/;	https://stackoverflow.com/questions/2019417/how-to-access-random-item-in-list;
5115275;	160693;	6;	231;	Shorter syntax for casting from a List&ltX&gt to a List&ltY&gt?;	5115319;	c#/list/casting/ienumerable/;	https://stackoverflow.com/questions/5115275/shorter-syntax-for-casting-from-a-listx-to-a-listy;
7350679;	366385;	10;	231;	Convert a bitmap into a byte array;	7350818;	c#/bitmap/;	https://stackoverflow.com/questions/7350679/convert-a-bitmap-into-a-byte-array;
8708632;	205907;	7;	231;	Passing Objects By Reference or Value in C#;	8708674;	c#/parameter-passing/pass-by-reference/pass-by-value/;	https://stackoverflow.com/questions/8708632/passing-objects-by-reference-or-value-in-c;
4245064;	159521;	4;	231;	Method to Add new or update existing item in Dictionary;	4245103;	c#/dictionary/;	https://stackoverflow.com/questions/4245064/method-to-add-new-or-update-existing-item-in-dictionary;
7476174;	235038;	26;	230;	Foreach loop, determine which is the last iteration of the loop;	7476203;	c#/asp.netforeach/;	https://stackoverflow.com/questions/7476174/foreach-loop-determine-which-is-the-last-iteration-of-the-loop;
2777105;	142931;	10;	230;	Why Response.Redirect causes System.Threading.ThreadAbortException?;	2777204;	c#/asp.net.net-3.5/;	https://stackoverflow.com/questions/2777105/why-response-redirect-causes-system-threading-threadabortexception;
3088147;	117843;	11;	230;	Why does .NET foreach loop throw NullRefException when collection is null?;	3088195;	c#/.net/;	https://stackoverflow.com/questions/3088147/why-does-net-foreach-loop-throw-nullrefexception-when-collection-is-null;
356846;	100826;	12;	230;	Will using &#39var&#39 affect performance?;	356855;	c#/performance/variables/var/;	https://stackoverflow.com/questions/356846/will-using-var-affect-performance;
2045904;	40881;	4;	230;	Dependency Inject (DI) &quotfriendly&quot library;	2047657;	c#/dependency-injectioninversion-of-control/;	https://stackoverflow.com/questions/2045904/dependency-inject-di-friendly-library;
1354924;	318567;	18;	229;	How do I parse a string with a decimal point to a double?;	null;	c#/string/parsing/double/;	https://stackoverflow.com/questions/1354924/how-do-i-parse-a-string-with-a-decimal-point-to-a-double;
4938397;	106054;	4;	229;	Dynamically adding properties to an ExpandoObject;	4938442;	c#/c#-4.0/dynamic/expandoobject/;	https://stackoverflow.com/questions/4938397/dynamically-adding-properties-to-an-expandoobject;
3678792;	254377;	8;	229;	Are string.Equals() and == operator really same?;	null;	c#/string/;	https://stackoverflow.com/questions/3678792/are-string-equals-and-operator-really-same;
7401795;	203166;	6;	229;	Namespace for [DataContract];	7401828;	c#/wcfdatacontract/;	https://stackoverflow.com/questions/7401795/namespace-for-datacontract;
24200904;	5366;	8;	229;	What are the dangers when creating a thread with a stack size of 50x the default?;	24208205;	c#/.net/memory/stack-memory/;	https://stackoverflow.com/questions/24200904/what-are-the-dangers-when-creating-a-thread-with-a-stack-size-of-50x-the-default;
2069048;	385984;	11;	228;	Setting the filter to an OpenFileDialog to allow the typical image formats?;	2069090;	c#/winformsopenfiledialog/;	https://stackoverflow.com/questions/2069048/setting-the-filter-to-an-openfiledialog-to-allow-the-typical-image-formats;
224236;	892533;	12;	228;	Adding a newline into a string in C#;	224244;	c#/string/;	https://stackoverflow.com/questions/224236/adding-a-newline-into-a-string-in-c;
95910;	159155;	10;	228;	Find a private field with Reflection?;	95973;	c#/.net/reflection/.net-attributes/;	https://stackoverflow.com/questions/95910/find-a-private-field-with-reflection;
16032451;	382893;	11;	228;	Get DateTime.Now with milliseconds precision;	null;	c#/datetime/precision/milliseconds/;	https://stackoverflow.com/questions/16032451/get-datetime-now-with-milliseconds-precision;
1789627;	171469;	10;	228;	How to change the timeout on a .NET WebClient object;	6994391;	c#/.net/file/download/webclient/;	https://stackoverflow.com/questions/1789627/how-to-change-the-timeout-on-a-net-webclient-object;
22628087;	222879;	12;	228;	Calling async method synchronously;	null;	c#/asp.net/asynchronous/task-parallel-library/async-await/;	https://stackoverflow.com/questions/22628087/calling-async-method-synchronously;
1362204;	83449;	1;	228;	How to remove a lambda event handler;	1362244;	c#/events/event-handling/lambda/;	https://stackoverflow.com/questions/1362204/how-to-remove-a-lambda-event-handler;
54991;	214923;	25;	227;	Generating Random Passwords;	55447;	c#/passwordsrandom/;	https://stackoverflow.com/questions/54991/generating-random-passwords;
3504660;	154782;	16;	227;	Decimal precision and scale in EF Code First;	7769162;	c#/.net/entity-framework/ef-code-first/decimal/;	https://stackoverflow.com/questions/3504660/decimal-precision-and-scale-in-ef-code-first;
3604562;	422118;	9;	227;	Download file of any type in Asp.Net MVC using FileResult?;	3605510;	c#/asp.net-mvc-2/;	https://stackoverflow.com/questions/3604562/download-file-of-any-type-in-asp-net-mvc-using-fileresult;
501090;	319530;	12;	227;	How do I convert a decimal to an int in C#?;	null;	c#/.net/int/decimal/;	https://stackoverflow.com/questions/501090/how-do-i-convert-a-decimal-to-an-int-in-c;
406485;	254115;	18;	226;	Array slices in C#;	406502;	c#/arrays/;	https://stackoverflow.com/questions/406485/array-slices-in-c;
20068075;	256694;	19;	226;	OWIN Startup Class Missing;	20068419;	c#/asp.net-mvc-4/visual-studio-2012/owin/;	https://stackoverflow.com/questions/20068075/owin-startup-class-missing;
123336;	202943;	11;	226;	How can you strip non-ASCII characters from a string? (in C#);	123340;	c#/ascii/;	https://stackoverflow.com/questions/123336/how-can-you-strip-non-ascii-characters-from-a-string-in-c;
1175645;	718048;	13;	226;	Find an item in List by LINQ?;	1175662;	c#/linq/;	https://stackoverflow.com/questions/1175645/find-an-item-in-list-by-linq;
39174989;	119170;	21;	226;	How to register multiple implementations of the same interface in Asp.Net Core?;	44177920;	c#/asp.net-core/asp.net-core-mvc/coreclr/;	https://stackoverflow.com/questions/39174989/how-to-register-multiple-implementations-of-the-same-interface-in-asp-net-core;
311882;	78969;	5;	225;	What do &#39statically linked&#39 and &#39dynamically linked&#39 mean?;	311889;	c#/c++/linker/static-linking/dynamic-linking/;	https://stackoverflow.com/questions/311882/what-do-statically-linked-and-dynamically-linked-mean;
34680985;	76915;	2;	225;	What is the difference between asynchronous programming and multithreading?;	34681101;	c#/multithreading/asynchronous/parallel-processing/async-await/;	https://stackoverflow.com/questions/34680985/what-is-the-difference-between-asynchronous-programming-and-multithreading;
9696660;	472860;	10;	225;	What is the difference between int, Int16, Int32 and Int64?;	9696777;	c#/.net/;	https://stackoverflow.com/questions/9696660/what-is-the-difference-between-int-int16-int32-and-int64;
2318885;	169485;	1;	225;	Multiple Order By with LINQ;	2318905;	c#/linqlambda/;	https://stackoverflow.com/questions/2318885/multiple-order-by-with-linq;
4279185;	145628;	7;	225;	What is the use of ObservableCollection in .net?;	4279274;	c#/.netobservablecollection/;	https://stackoverflow.com/questions/4279185/what-is-the-use-of-observablecollection-in-net;
503263;	79994;	12;	225;	How to determine if a type implements a specific generic interface type;	503359;	c#/.netreflection/;	https://stackoverflow.com/questions/503263/how-to-determine-if-a-type-implements-a-specific-generic-interface-type;
31764532;	117316;	6;	225;	What is the =&gt assignment in C# in a property signature;	31764663;	c#/c#-6.0/;	https://stackoverflow.com/questions/31764532/what-is-the-assignment-in-c-in-a-property-signature;
3017;	427634;	16;	225;	How can we generate getters and setters in Visual Studio?;	3029;	c#/visual-studio/setter/getter/;	https://stackoverflow.com/questions/3017/how-can-we-generate-getters-and-setters-in-visual-studio;
1071032;	349521;	9;	224;	Searching if value exists in a list of objects using Linq;	1071045;	c#/linq/;	https://stackoverflow.com/questions/1071032/searching-if-value-exists-in-a-list-of-objects-using-linq;
6436157;	286849;	27;	224;	Configuration System Failed to Initialize;	6472696;	c#/mysql/visual-studio-2010/visual-studio/login/;	https://stackoverflow.com/questions/6436157/configuration-system-failed-to-initialize;
731452;	217875;	10;	224;	Create instance of generic type whose constructor requires a parameter?;	731637;	c#/.netgenerics/;	https://stackoverflow.com/questions/731452/create-instance-of-generic-type-whose-constructor-requires-a-parameter;
1052342;	70333;	4;	224;	ItemsControl with horizontal orientation;	1052512;	c#/wpfwpf-controls/;	https://stackoverflow.com/questions/1052342/itemscontrol-with-horizontal-orientation;
2601477;	152197;	4;	224;	Dictionary returning a default value if the key does not exist;	2601501;	c#/collectionsdictionary/;	https://stackoverflow.com/questions/2601477/dictionary-returning-a-default-value-if-the-key-does-not-exist;
2998954;	118442;	14;	224;	Test if a property is available on a dynamic variable;	5768449;	c#/dynamicdynamic-keyword/;	https://stackoverflow.com/questions/2998954/test-if-a-property-is-available-on-a-dynamic-variable;
1122483;	292700;	31;	223;	Random String Generator Returning Same String;	1122519;	c#/random/;	https://stackoverflow.com/questions/1122483/random-string-generator-returning-same-string;
1833054;	156748;	20;	223;	How can I format a nullable DateTime with ToString()?;	1833060;	c#/datetime/formatting/nullable/;	https://stackoverflow.com/questions/1833054/how-can-i-format-a-nullable-datetime-with-tostring;
2115114;	146692;	11;	223;	Why can&#39t C# interfaces contain fields?;	2115550;	c#/interface/;	https://stackoverflow.com/questions/2115114/why-cant-c-interfaces-contain-fields;
6229504;	415272;	11;	223;	Inconsistent Accessibility: Parameter type is less accessible than method;	6229537;	c#/object/;	https://stackoverflow.com/questions/6229504/inconsistent-accessibility-parameter-type-is-less-accessible-than-method;
12211680;	143189;	6;	223;	What difference does .AsNoTracking() make?;	12211749;	c#/.net/entity-framework/entity-framework-4.3/;	https://stackoverflow.com/questions/12211680/what-difference-does-asnotracking-make;
3712939;	53298;	4;	223;	Cancellation token in Task constructor: why?;	3713113;	c#/.net-4.0/task-parallel-library/cancellation-token/;	https://stackoverflow.com/questions/3712939/cancellation-token-in-task-constructor-why;
26190938;	44218;	8;	223;	Is SecureString ever practical in a C# application?;	26202992;	c#/security/;	https://stackoverflow.com/questions/26190938/is-securestring-ever-practical-in-a-c-application;
378415;	325205;	16;	222;	How do I extract text that lies between parentheses (round brackets)?;	null;	c#/.netregex/;	https://stackoverflow.com/questions/378415/how-do-i-extract-text-that-lies-between-parentheses-round-brackets;
5891538;	287424;	9;	222;	Listen for key press in .NET console app;	5891612;	c#/console-application/;	https://stackoverflow.com/questions/5891538/listen-for-key-press-in-net-console-app;
1402803;	123176;	13;	222;	Passing properties by reference in C#;	1403036;	c#/propertiespass-by-reference/;	https://stackoverflow.com/questions/1402803/passing-properties-by-reference-in-c;
1814953;	138233;	8;	222;	How to do constructor chaining in C#;	1814965;	c#/constructorconstructor-chaining/;	https://stackoverflow.com/questions/1814953/how-to-do-constructor-chaining-in-c;
774181;	144278;	12;	222;	Why can&#39t I inherit static classes?;	774205;	c#/inheritancestatic/;	https://stackoverflow.com/questions/774181/why-cant-i-inherit-static-classes;
59217;	350989;	21;	221;	Merging two arrays in .NET;	59250;	c#/.netarrays/;	https://stackoverflow.com/questions/59217/merging-two-arrays-in-net;
1909268;	223900;	13;	221;	convert a list of objects from one type to another using lambda expression;	null;	c#/genericslambda/;	https://stackoverflow.com/questions/1909268/convert-a-list-of-objects-from-one-type-to-another-using-lambda-expression;
13533259;	118347;	49;	221;	Why does visual studio 2012 not find my tests?;	34426012;	c#/.net/visual-studio/unit-testing/;	https://stackoverflow.com/questions/13533259/why-does-visual-studio-2012-not-find-my-tests;
2751593;	195235;	15;	221;	How to determine if a decimal/double is an integer?;	2751597;	c#;	https://stackoverflow.com/questions/2751593/how-to-determine-if-a-decimal-double-is-an-integer;
6417902;	851311;	16;	221;	Checking if an object is null in C#;	6417912;	c#/nullnullreferenceexception/;	https://stackoverflow.com/questions/6417902/checking-if-an-object-is-null-in-c;
31562791;	10671;	1;	221;	What makes the Visual Studio debugger stop evaluating a ToString override?;	31569625;	c#/debuggingvisual-studio-2015/;	https://stackoverflow.com/questions/31562791/what-makes-the-visual-studio-debugger-stop-evaluating-a-tostring-override;
94456;	217232;	10;	220;	Load a WPF BitmapImage from a System.Drawing.Bitmap;	96470;	c#/wpfbitmap/;	https://stackoverflow.com/questions/94456/load-a-wpf-bitmapimage-from-a-system-drawing-bitmap;
183367;	69880;	11;	220;	Unsubscribe anonymous method in C#;	183408;	c#/delegatesanonymous-methods/;	https://stackoverflow.com/questions/183367/unsubscribe-anonymous-method-in-c;
11154673;	233244;	15;	220;	Get the correct week number of a given date;	11155102;	c#/asp.net/.net/date/;	https://stackoverflow.com/questions/11154673/get-the-correct-week-number-of-a-given-date;
8542864;	154069;	7;	220;	Why use &#39virtual&#39 for class properties in Entity Framework model definitions?;	8542879;	c#/class/properties/virtual/;	https://stackoverflow.com/questions/8542864/why-use-virtual-for-class-properties-in-entity-framework-model-definitions;
2293357;	99099;	4;	220;	What is an MvcHtmlString and when should I use it?;	2293662;	c#/asp.net-mvc/;	https://stackoverflow.com/questions/2293357/what-is-an-mvchtmlstring-and-when-should-i-use-it;
607669;	316349;	9;	220;	How do I convert Word files to PDF programmatically?;	608153;	c#/vb.net/pdf/ms-word/;	https://stackoverflow.com/questions/607669/how-do-i-convert-word-files-to-pdf-programmatically;
836736;	269320;	15;	219;	Unzip files programmatically in .net;	837035;	c#/unzip/;	https://stackoverflow.com/questions/836736/unzip-files-programmatically-in-net;
777607;	438517;	20;	219;	&quotThe remote certificate is invalid according to the validation procedure.&quot using Gmail SMTP server;	1386568;	c#/emailsmtp/;	https://stackoverflow.com/questions/777607/the-remote-certificate-is-invalid-according-to-the-validation-procedure-using;
5229310;	387691;	5;	219;	System.BadImageFormatException: Could not load file or assembly;	5229405;	c#/64-bit/;	https://stackoverflow.com/questions/5229310/system-badimageformatexception-could-not-load-file-or-assembly;
177856;	113929;	7;	219;	How do I trap ctrl-c (SIGINT) in a C# console app;	177870;	c#/.netconsole/;	https://stackoverflow.com/questions/177856/how-do-i-trap-ctrl-c-sigint-in-a-c-console-app;
10655350;	281282;	13;	219;	Returning http status code from Web Api controller;	10658604;	c#/asp.net-web-api/httpresponse/http-status-codes/;	https://stackoverflow.com/questions/10655350/returning-http-status-code-from-web-api-controller;
2475008;	571330;	40;	219;	MSSQL Error &#39The underlying provider failed on Open&#39;	3081776;	c#/sql-server/entity-framework/database-connection/;	https://stackoverflow.com/questions/2475008/mssql-error-the-underlying-provider-failed-on-open;
536349;	45521;	9;	219;	Why no ICloneable&ltT&gt?;	536357;	c#/.neticloneable/;	https://stackoverflow.com/questions/536349/why-no-icloneablet;
1440265;	715158;	13;	218;	How to add a string to a string[] array? There&#39s no .Add function;	1440274;	c#/arrayslong-filenames/;	https://stackoverflow.com/questions/1440265/how-to-add-a-string-to-a-string-array-theres-no-add-function;
15653921;	468237;	11;	218;	Get current folder path;	15653938;	c#/.net/winforms/path/;	https://stackoverflow.com/questions/15653921/get-current-folder-path;
9823010;	225136;	8;	218;	How to force HTTPS using a web.config file;	9823208;	c#/asp.net/iis/https/web-config/;	https://stackoverflow.com/questions/9823010/how-to-force-https-using-a-web-config-file;
7285714;	302169;	3;	218;	LINQ with groupby and count;	7285770;	c#/linqgroup-by/;	https://stackoverflow.com/questions/7285714/linq-with-groupby-and-count;
3862226;	216177;	13;	218;	How to dynamically create a class?;	3862241;	c#/.net/reflection.emit/dynamic-class-creation/;	https://stackoverflow.com/questions/3862226/how-to-dynamically-create-a-class;
627867;	165549;	2;	218;	LINQ query to return a Dictionary&ltstring, string&gt;	627881;	c#/.net/linq/dictionary/;	https://stackoverflow.com/questions/627867/linq-query-to-return-a-dictionarystring-string;
1596158;	82438;	16;	218;	Good introduction to the .NET Reactive Framework;	1950381;	c#/.net/asynchronous/system.reactive/;	https://stackoverflow.com/questions/1596158/good-introduction-to-the-net-reactive-framework;
11071392;	365551;	22;	217;	The type or namespace name does not exist in the namespace &#39System.Web.Mvc&#39;	13149587;	c#/asp.net-mvc-3/;	https://stackoverflow.com/questions/11071392/the-type-or-namespace-name-does-not-exist-in-the-namespace-system-web-mvc;
4398334;	341229;	22;	217;	The type initializer for &#39MyClass&#39 threw an exception;	4398380;	c#/windows-services/;	https://stackoverflow.com/questions/4398334/the-type-initializer-for-myclass-threw-an-exception;
15820505;	180323;	9;	217;	DbEntityValidationException - How can I easily tell what caused the error?;	15820506;	c#/entity-framework/;	https://stackoverflow.com/questions/15820505/dbentityvalidationexception-how-can-i-easily-tell-what-caused-the-error;
395618;	79541;	19;	217;	Is there any significant difference between using if/else and switch-case in C#?;	395965;	c#/.netswitch-statement/;	https://stackoverflow.com/questions/395618/is-there-any-significant-difference-between-using-if-else-and-switch-case-in-c;
314505;	69283;	4;	217;	How to mark a class as Deprecated?;	314507;	c#/.net/oop/deprecated/;	https://stackoverflow.com/questions/314505/how-to-mark-a-class-as-deprecated;
14337551;	167294;	14;	217;	Why is the default value of the string type null instead of an empty string?;	14337561;	c#/stringdefault-value/;	https://stackoverflow.com/questions/14337551/why-is-the-default-value-of-the-string-type-null-instead-of-an-empty-string;
5967103;	307725;	8;	217;	A potentially dangerous Request.Path value was detected from the client (*);	5967251;	c#/asp.net/url/routing/webforms/;	https://stackoverflow.com/questions/5967103/a-potentially-dangerous-request-path-value-was-detected-from-the-client;
6602244;	117564;	12;	217;	How to call an async method from a getter or setter?;	6613751;	c#/async-ctp/;	https://stackoverflow.com/questions/6602244/how-to-call-an-async-method-from-a-getter-or-setter;
6391711;	374153;	10;	216;	How to delete a file after checking whether it exists;	null;	c#/.netwindows/;	https://stackoverflow.com/questions/6391711/how-to-delete-a-file-after-checking-whether-it-exists;
1450774;	195691;	32;	216;	Splitting a string into chunks of a certain size;	1450797;	c#/string/;	https://stackoverflow.com/questions/1450774/splitting-a-string-into-chunks-of-a-certain-size;
974598;	183634;	16;	216;	Find all controls in WPF Window by type;	978352;	c#/.netwpf/;	https://stackoverflow.com/questions/974598/find-all-controls-in-wpf-window-by-type;
1083032;	162864;	8;	216;	Why Would I Ever Need to Use C# Nested Classes;	null;	c#/inner-classesnested-class/;	https://stackoverflow.com/questions/1083032/why-would-i-ever-need-to-use-c-nested-classes;
807797;	237606;	11;	216;	LINQ: Select an object and change some properties without creating a new object;	807816;	c#/linq/;	https://stackoverflow.com/questions/807797/linq-select-an-object-and-change-some-properties-without-creating-a-new-object;
4614099;	118710;	4;	216;	What is the meaning of CTOR?;	4614106;	c#;	https://stackoverflow.com/questions/4614099/what-is-the-meaning-of-ctor;
732864;	137702;	15;	215;	Finalize vs Dispose;	732898;	c#/dispose/;	https://stackoverflow.com/questions/732864/finalize-vs-dispose;
324831;	177202;	22;	215;	Breaking out of a nested loop;	324837;	c#/for-loopnested-loops/;	https://stackoverflow.com/questions/324831/breaking-out-of-a-nested-loop;
223952;	261282;	8;	215;	Create an instance of a class from a string;	223957;	c#/.net/instantiation/system.type/;	https://stackoverflow.com/questions/223952/create-an-instance-of-a-class-from-a-string;
