ID da Pergunta;	Quantidade de Views;	Quantidade de Respostas;	Score;	Titulo da Questao;	ID da Resposta Aceita;	Tags;	Link da Questao;
18119125;	127329;	8;	156;	Options for embedding Chromium instead of IE WebBrowser control with WPF/C#;	18380374;	c#/wpf/google-chrome/webbrowser-control/chromium-embedded/;	https://stackoverflow.com/questions/18119125/options-for-embedding-chromium-instead-of-ie-webbrowser-control-with-wpf-c;
61824831;	31;	0;	0;	Update multiple rows in SQL Server database from WPF DataGrid;	null;	c#/sql-server/wpf/sqldataadapter/updatecommand/;	https://stackoverflow.com/questions/61824831/update-multiple-rows-in-sql-server-database-from-wpf-datagrid;
481059;	47718;	3;	16;	Where can I find a free masked TextBox in WPF?;	481097;	c#/.net/wpf/wpf-controls/;	https://stackoverflow.com/questions/481059/where-can-i-find-a-free-masked-textbox-in-wpf;
61823232;	19;	0;	0;	WebView.NavigateToLocalStreamUri() method example for WPF WebView;	null;	c#/wpfwebview/;	https://stackoverflow.com/questions/61823232/webview-navigatetolocalstreamuri-method-example-for-wpf-webview;
61572328;	30;	0;	0;	C# Wpf Prism DelegateCommand in Usercontrol;	null;	c#/wpf/xaml/prism/;	https://stackoverflow.com/questions/61572328/c-wpf-prism-delegatecommand-in-usercontrol;
61804552;	29;	2;	0;	Cannot edit after setting WPF DataGridCell ControlTemplate;	null;	c#/wpf/datagrid/datagridcell/;	https://stackoverflow.com/questions/61804552/cannot-edit-after-setting-wpf-datagridcell-controltemplate;
6857919;	1917;	4;	2;	Cannot get system identifier in WPF;	6858007;	c#/wmisystem.management/;	https://stackoverflow.com/questions/6857919/cannot-get-system-identifier-in-wpf;
61821707;	31;	0;	-2;	Delay and do some task without UI blocking in WPF;	null;	c#/wpf/multithreading/asynchronous/;	https://stackoverflow.com/questions/61821707/delay-and-do-some-task-without-ui-blocking-in-wpf;
61816431;	39;	2;	0;	How can I open a window first, instead of a MainWindow in WPF (C#);	61816643;	c#/.net/wpf/windows/visual-studio/;	https://stackoverflow.com/questions/61816431/how-can-i-open-a-window-first-instead-of-a-mainwindow-in-wpf-c;
60413391;	64;	1;	1;	WPF : Binding only working when using Snoop;	null;	c#/wpf/data-binding/snoop/;	https://stackoverflow.com/questions/60413391/wpf-binding-only-working-when-using-snoop;
61682580;	24;	1;	0;	Embedded Unity Application in WPF, loses focus, after mouseclick (SOLVED);	null;	c#/wpf/unity3d/focus/lost-focus/;	https://stackoverflow.com/questions/61682580/embedded-unity-application-in-wpf-loses-focus-after-mouseclick-solved;
10238694;	186387;	10;	154;	Example using Hyperlink in WPF;	10238715;	c#/wpf/xaml/hyperlink/;	https://stackoverflow.com/questions/10238694/example-using-hyperlink-in-wpf;
800130;	56545;	5;	26;	Two Way Data Binding With a Dictionary in WPF;	null;	c#/wpf/data-binding/xaml/dictionary/;	https://stackoverflow.com/questions/800130/two-way-data-binding-with-a-dictionary-in-wpf;
61818711;	23;	2;	1;	Handle file opened from outside application to load WPF app?;	61820199;	c#/wpf/;	https://stackoverflow.com/questions/61818711/handle-file-opened-from-outside-application-to-load-wpf-app;
61818174;	32;	1;	-3;	Unhandled IO error in a bootstrapper WPF(C#) .cs;	61818919;	c#/.net/wpf/visual-studio/;	https://stackoverflow.com/questions/61818174/unhandled-io-error-in-a-bootstrapper-wpfc-cs;
61818912;	20;	1;	-1;	TreeView with ChildrenElements and MVVM in WPF;	null;	c#/wpf/mvvm/treeview/;	https://stackoverflow.com/questions/61818912/treeview-with-childrenelements-and-mvvm-in-wpf;
343468;	101412;	11;	74;	Richtextbox wpf binding;	4189726;	c#/wpf/data-binding/richtextbox/;	https://stackoverflow.com/questions/343468/richtextbox-wpf-binding;
61816371;	29;	2;	-1;	Treeview with MVVM in WPF (C#);	61816586;	c#/wpf/xaml/mvvm/;	https://stackoverflow.com/questions/61816371/treeview-with-mvvm-in-wpf-c;
61522091;	42;	0;	0;	C# WPF ListView update on variable change;	null;	c#/wpflistview/;	https://stackoverflow.com/questions/61522091/c-wpf-listview-update-on-variable-change;
61815974;	14;	0;	-1;	WPF/Prism databinding of subcontrols to navigation-target;	null;	c#/wpfprism/;	https://stackoverflow.com/questions/61815974/wpf-prism-databinding-of-subcontrols-to-navigation-target;
61813786;	39;	0;	-1;	Button Trigger MVVM WPF;	null;	c#/wpfmvvm/;	https://stackoverflow.com/questions/61813786/button-trigger-mvvm-wpf;
61758134;	65;	4;	1;	WPF StackPanel with one Textbox trimming;	61813488;	c#/wpf/;	https://stackoverflow.com/questions/61758134/wpf-stackpanel-with-one-textbox-trimming;
61803687;	11;	0;	-1;	How do I subscribe to the TraceEvents used in WPF?;	null;	c#/wpftrace/;	https://stackoverflow.com/questions/61803687/how-do-i-subscribe-to-the-traceevents-used-in-wpf;
61807956;	29;	0;	0;	How do I apply multiple filters to the same column in WPF DataGrid?;	null;	c#/wpf/filter/datagrid/predicate/;	https://stackoverflow.com/questions/61807956/how-do-i-apply-multiple-filters-to-the-same-column-in-wpf-datagrid;
61804673;	17;	0;	-1;	Finding trouble in getting On Item Listener for Combo Box in WPF Application When we selected Item from combo Box;	null;	c#/wpf/;	https://stackoverflow.com/questions/61804673/finding-trouble-in-getting-on-item-listener-for-combo-box-in-wpf-application-whe;
61799736;	45;	1;	-1;	WPF C# How to handle multiple processes?;	null;	c#/wpfprocess/;	https://stackoverflow.com/questions/61799736/wpf-c-how-to-handle-multiple-processes;
61804993;	29;	0;	0;	WPF Buttons not displaying propery during design or runtime;	null;	c#/wpf/;	https://stackoverflow.com/questions/61804993/wpf-buttons-not-displaying-propery-during-design-or-runtime;
61803686;	33;	1;	1;	How to Disable LWin and Arrow shortcut in WPF?;	null;	c#/wpfkeyboard-events/;	https://stackoverflow.com/questions/61803686/how-to-disable-lwin-and-arrow-shortcut-in-wpf;
61804238;	32;	0;	-1;	Reading and Writing Excel files in .NET WPF;	null;	c#/excel/wpf/interop/oledb/;	https://stackoverflow.com/questions/61804238/reading-and-writing-excel-files-in-net-wpf;
61784976;	64;	0;	0;	WPF- LINQ Database doesn&#39t update;	null;	c#/wpf/linq/insert-update/;	https://stackoverflow.com/questions/61784976/wpf-linq-database-doesnt-update;
12184268;	6456;	2;	0;	how do I embed a youtube video into a WPF MediaElement and save the video?;	12210250;	c#/wpf/youtube/embed/mediaelement/;	https://stackoverflow.com/questions/12184268/how-do-i-embed-a-youtube-video-into-a-wpf-mediaelement-and-save-the-video;
61800748;	22;	1;	0;	How to add tooltip with current DataGridTextColumn? WPF;	null;	c#/wpfxaml/;	https://stackoverflow.com/questions/61800748/how-to-add-tooltip-with-current-datagridtextcolumn-wpf;
61801378;	17;	1;	-1;	Start a WPF MVVM application as either GUI or command line? (As a service);	null;	c#/mvvm/windows-services/caliburn.micro/;	https://stackoverflow.com/questions/61801378/start-a-wpf-mvvm-application-as-either-gui-or-command-line-as-a-service;
61799477;	24;	1;	0;	Get user setting from chache don`t work in WPF MVVM C#;	61800801;	c#/wpfbinding/;	https://stackoverflow.com/questions/61799477/get-user-setting-from-chache-dont-work-in-wpf-mvvm-c;
51854862;	1136;	2;	5;	WPF C# WebView doesn&#39t show any page on win 10;	null;	c#/wpf/exception/webview/;	https://stackoverflow.com/questions/51854862/wpf-c-webview-doesnt-show-any-page-on-win-10;
61781890;	35;	0;	1;	Can&#39t upgrade settings when updating a WPF Desktop Bridge Universal app;	null;	c#/wpf/windows-10-universal/desktop-bridge/;	https://stackoverflow.com/questions/61781890/cant-upgrade-settings-when-updating-a-wpf-desktop-bridge-universal-app;
57353209;	182;	1;	1;	What is meant by aggregate in the eShopOnWeb project?;	57353526;	c#/asp.net-core/entity/aggregate/clean-architecture/;	https://stackoverflow.com/questions/57353209/what-is-meant-by-aggregate-in-the-eshoponweb-project;
61588166;	94;	0;	1;	Akka.Net: Reactive Streams over the network;	null;	c#/akka.netakka.net-streams/;	https://stackoverflow.com/questions/61588166/akka-net-reactive-streams-over-the-network;
37923786;	602;	1;	2;	Reactive Extensions: Creating a pipeline with Rx that works with files;	37947381;	c#/.net/system.reactive/idisposable/ziparchive/;	https://stackoverflow.com/questions/37923786/reactive-extensions-creating-a-pipeline-with-rx-that-works-with-files;
61277117;	33;	1;	0;	How to handle derived lists using Reactive Extensions;	61278308;	c#/reactiveui/;	https://stackoverflow.com/questions/61277117/how-to-handle-derived-lists-using-reactive-extensions;
61156228;	29;	0;	0;	Reactive merging multiple observables to one observable with boolean;	null;	c#/reactive/reactiveui/avaloniaui/;	https://stackoverflow.com/questions/61156228/reactive-merging-multiple-observables-to-one-observable-with-boolean;
61074123;	31;	1;	0;	Force Window to be reactive, but never gain Focus;	61088713;	c#/wpf/window/focus/;	https://stackoverflow.com/questions/61074123/force-window-to-be-reactive-but-never-gain-focus;
60874304;	39;	0;	0;	How to call a reactive command and wait for a side-effect before doing the subscribe action;	null;	c#/wpfreactiveui/;	https://stackoverflow.com/questions/60874304/how-to-call-a-reactive-command-and-wait-for-a-side-effect-before-doing-the-subsc;
60830389;	40;	1;	0;	Is there an way to use an async value converter in reactive ui?;	60863851;	c#/uwpreactiveui/;	https://stackoverflow.com/questions/60830389/is-there-an-way-to-use-an-async-value-converter-in-reactive-ui;
60560727;	35;	1;	0;	Reactive method to combine property in list to single observable;	60561275;	c#/system.reactivereactive/;	https://stackoverflow.com/questions/60560727/reactive-method-to-combine-property-in-list-to-single-observable;
10011369;	28246;	4;	51;	Reactive Extension (Rx) tutorial that is up to date;	10012079;	c#/.netsystem.reactive/;	https://stackoverflow.com/questions/10011369/reactive-extension-rx-tutorial-that-is-up-to-date;
59736436;	105;	1;	1;	Has the Reactive Extensions library been discontinued?;	null;	c#/.net/system.reactive/reactive/;	https://stackoverflow.com/questions/59736436/has-the-reactive-extensions-library-been-discontinued;
59499850;	40;	1;	1;	Reactive Extensions error handling with Observable SelectMany;	59500211;	c#/observablesystem.reactive/;	https://stackoverflow.com/questions/59499850/reactive-extensions-error-handling-with-observable-selectmany;
27064570;	198;	2;	2;	Does .Net Reactive Extensions Framework (Rx) takes topological order into consideration?;	59488440;	c#/.net/system.reactive/reactive-programming/;	https://stackoverflow.com/questions/27064570/does-net-reactive-extensions-framework-rx-takes-topological-order-into-consid;
59379306;	93;	1;	0;	How to take last Observable sequence value after some time after sequence stopped produced elements in Reactive UI?;	null;	c#/wpf/timeout/reactive-programming/system.reactive/;	https://stackoverflow.com/questions/59379306/how-to-take-last-observable-sequence-value-after-some-time-after-sequence-stoppe;
59352493;	54;	1;	0;	BlockingCollection ToObservable with Subscribe using Reactive Extensions;	null;	c#/asp.net/async-await/system.reactive/blockingcollection/;	https://stackoverflow.com/questions/59352493/blockingcollection-toobservable-with-subscribe-using-reactive-extensions;
58822123;	94;	2;	-1;	reactive net 4.2.0 await in subscribe;	59307456;	c#/reactive/;	https://stackoverflow.com/questions/58822123/reactive-net-4-2-0-await-in-subscribe;
59196856;	48;	1;	1;	Grouping events in a reactive stream based on begin/end events;	59217359;	c#/system.reactivereactive/;	https://stackoverflow.com/questions/59196856/grouping-events-in-a-reactive-stream-based-on-begin-end-events;
59110678;	117;	2;	4;	C# Reactive Extensions - Should I return a disposable?;	59201279;	c#/reactive-programmingsystem.reactive/;	https://stackoverflow.com/questions/59110678/c-reactive-extensions-should-i-return-a-disposable;
58916702;	36;	1;	1;	Recombining elements from the same reactive stream;	58924039;	c#/system.reactiverx.net/;	https://stackoverflow.com/questions/58916702/recombining-elements-from-the-same-reactive-stream;
20220755;	2259;	2;	18;	How can I see what my reactive extensions query is doing?;	20220756;	c#/debuggingsystem.reactive/;	https://stackoverflow.com/questions/20220755/how-can-i-see-what-my-reactive-extensions-query-is-doing;
58647965;	50;	1;	0;	Reactive - how to combine / join / look up items with two sequences;	null;	c#/system.reactive/;	https://stackoverflow.com/questions/58647965/reactive-how-to-combine-join-look-up-items-with-two-sequences;
32874333;	900;	3;	6;	Reactive extension fixed Interval between async calls when call is longer than Interval length;	32875852;	c#/unit-testingsystem.reactive/;	https://stackoverflow.com/questions/32874333/reactive-extension-fixed-interval-between-async-calls-when-call-is-longer-than-i;
58545166;	79;	0;	1;	Reactive Threading Exception: The calling thread must be STA, because many UI components require this;	null;	c#/wpf/system.reactive/reactiveui/;	https://stackoverflow.com/questions/58545166/reactive-threading-exception-the-calling-thread-must-be-sta-because-many-ui-co;
58471593;	673;	1;	5;	How Async streams compares to reactive extension?;	58508707;	c#/system.reactive/c#-8.0/iasyncenumerable/;	https://stackoverflow.com/questions/58471593/how-async-streams-compares-to-reactive-extension;
35557411;	846;	3;	3;	&quotBuffer until quiet&quot behavior from Reactive?;	35560532;	c#/system.reactivereactive-programming/;	https://stackoverflow.com/questions/35557411/buffer-until-quiet-behavior-from-reactive;
58282935;	25;	0;	0;	Usage of (Reactive-) Events in Finalizers;	null;	c#/events/system.reactive/idisposable/;	https://stackoverflow.com/questions/58282935/usage-of-reactive-events-in-finalizers;
58263480;	139;	0;	0;	Reactive Extension Simple Example not Working with Number Generator;	null;	c#/.net/events/.net-core/system.reactive/;	https://stackoverflow.com/questions/58263480/reactive-extension-simple-example-not-working-with-number-generator;
57853636;	456;	2;	2;	Reactive Extensions in .Net (C#) - Subject&ltT&gt instance only processing one subscription;	57856612;	c#/observable/reactive-programming/system.reactive/observers/;	https://stackoverflow.com/questions/57853636/reactive-extensions-in-net-c-subjectt-instance-only-processing-one-subsc;
57605258;	78;	2;	0;	Reactive services. Grouping and caching streams;	57611789;	c#/system.reactive/;	https://stackoverflow.com/questions/57605258/reactive-services-grouping-and-caching-streams;
57284908;	94;	2;	1;	.Net Reactive extensions: Remove Replay;	57389758;	c#/reactive-programmingsystem.reactive/;	https://stackoverflow.com/questions/57284908/net-reactive-extensions-remove-replay;
57338194;	104;	3;	1;	Reactive conditional throttling operator;	57338763;	c#/.net/reactive-programming/system.reactive/;	https://stackoverflow.com/questions/57338194/reactive-conditional-throttling-operator;
56374696;	141;	2;	0;	Triggering DynamicData cache update using Reactive Subject;	null;	c#/system.reactivedynamic-data/;	https://stackoverflow.com/questions/56374696/triggering-dynamicdata-cache-update-using-reactive-subject;
56393564;	33;	0;	1;	.Net Reactive Observable issue: when use FromEvent() method, get an exception trying to dispose subscription;	null;	c#/.net/observable/reactive-programming/synchronizationcontext/;	https://stackoverflow.com/questions/56393564/net-reactive-observable-issue-when-use-fromevent-method-get-an-exception-tr;
34727584;	5882;	1;	18;	ReactiveUI (RxUI) vs Reactive Extensions;	34729960;	c#/system.reactivereactiveui/;	https://stackoverflow.com/questions/34727584/reactiveui-rxui-vs-reactive-extensions;
55956861;	97;	1;	2;	Reactive (&quotRx&quot) way to cache and update data;	56347196;	c#/reactive-programmingsystem.reactive/;	https://stackoverflow.com/questions/55956861/reactive-rx-way-to-cache-and-update-data;
21600011;	2605;	2;	0;	Read continous bytestream from Stream using TcpClient and Reactive Extensions;	null;	c#/stream/system.reactive/tcpclient/reactive-programming/;	https://stackoverflow.com/questions/21600011/read-continous-bytestream-from-stream-using-tcpclient-and-reactive-extensions;
55716448;	82;	0;	1;	Implement Lazy and Reactive properties in ViewModel using ReactiveUI;	null;	c#/wpfreactiveui/;	https://stackoverflow.com/questions/55716448/implement-lazy-and-reactive-properties-in-viewmodel-using-reactiveui;
55520720;	41;	1;	1;	Reactive program doesn&#39t terminate after wait;	55568104;	c#/system.reactive/;	https://stackoverflow.com/questions/55520720/reactive-program-doesnt-terminate-after-wait;
55291422;	3450;	2;	1;	How to receive file upload from Angular Reactive Form?;	55293543;	c#/asp.net/.net-core/angular7/angular-reactive-forms/;	https://stackoverflow.com/questions/55291422/how-to-receive-file-upload-from-angular-reactive-form;
55087858;	145;	1;	3;	Reactive Extentions in Orleans grain code;	55155460;	c#/system.reactiveorleans/;	https://stackoverflow.com/questions/55087858/reactive-extentions-in-orleans-grain-code;
54756348;	54;	1;	0;	.Net Reactive Extension&#39s Window function works incorrect with HistoricalScheduler;	null;	c#/.netreactive/;	https://stackoverflow.com/questions/54756348/net-reactive-extensions-window-function-works-incorrect-with-historicalschedul;
54552968;	123;	1;	0;	Xamarin Reactive Observable Throttling doesn&#39t work;	null;	c#/xamarin.forms/observable/reactive/xamarin.essentials/;	https://stackoverflow.com/questions/54552968/xamarin-reactive-observable-throttling-doesnt-work;
15675900;	1988;	3;	4;	Reactive Rx 2.0 EventLoopScheduler ObjectDisposedException after dispose;	15688255;	c#/.netsystem.reactive/;	https://stackoverflow.com/questions/15675900/reactive-rx-2-0-eventloopscheduler-objectdisposedexception-after-dispose;
54383894;	83;	2;	1;	How to zip/merge by key many sources using .net reactive?;	54393150;	c#/reactive-programmingsystem.reactive/;	https://stackoverflow.com/questions/54383894/how-to-zip-merge-by-key-many-sources-using-net-reactive;
7512535;	1043;	6;	4;	Reactive Extensions... Examples in CRUD application;	null;	c#/crudsystem.reactive/;	https://stackoverflow.com/questions/7512535/reactive-extensions-examples-in-crud-application;
54104055;	60;	1;	0;	buffer with stream size instead of number of streams reactive extension C#;	54107634;	c#/system.reactive/;	https://stackoverflow.com/questions/54104055/buffer-with-stream-size-instead-of-number-of-streams-reactive-extension-c;
4063353;	8581;	2;	39;	C# 5.0 async/await feature and Rx - Reactive Extensions;	4063414;	c#/asynchronous/system.reactive/c#-5.0/async-await/;	https://stackoverflow.com/questions/4063353/c-5-0-async-await-feature-and-rx-reactive-extensions;
53938331;	233;	2;	0;	Valid setup for Reactive data polling in C#;	null;	c#/wpf/system.reactive/polling/reactive/;	https://stackoverflow.com/questions/53938331/valid-setup-for-reactive-data-polling-in-c;
53708250;	37;	0;	0;	IndexOutOfRangeException when Publishing on Reactive Stream;	null;	c#/multithreading/concurrency/reactive-programming/system.reactive/;	https://stackoverflow.com/questions/53708250/indexoutofrangeexception-when-publishing-on-reactive-stream;
53426450;	37;	2;	0;	How to detect lines that are unique in large file using Reactive Extensions;	null;	c#/system.reactive/yield/file-processing/;	https://stackoverflow.com/questions/53426450/how-to-detect-lines-that-are-unique-in-large-file-using-reactive-extensions;
22582620;	853;	1;	0;	collection changed event using reactive extensions;	null;	c#/system.reactive/;	https://stackoverflow.com/questions/22582620/collection-changed-event-using-reactive-extensions;
15876957;	5785;	3;	16;	A code example illustrating the difference between the paradigms of async/await and Reactive (Rx) extension?;	15900752;	c#/task-parallel-library/system.reactive/async-await/c#-5.0/;	https://stackoverflow.com/questions/15876957/a-code-example-illustrating-the-difference-between-the-paradigms-of-async-await;
53152134;	82;	1;	3;	Buffer by time or running sum for reactive extensions;	53193641;	c#/system.reactive/;	https://stackoverflow.com/questions/53152134/buffer-by-time-or-running-sum-for-reactive-extensions;
53105245;	499;	2;	2;	Two Nuget Packages references conflicting reactive libraries;	53106274;	c#/nugetnuget-package/;	https://stackoverflow.com/questions/53105245/two-nuget-packages-references-conflicting-reactive-libraries;
52763870;	427;	1;	0;	Reactive Observable.Create for async producer without Task.Run;	null;	c#/.net/asynchronous/async-await/system.reactive/;	https://stackoverflow.com/questions/52763870/reactive-observable-create-for-async-producer-without-task-run;
13593306;	1612;	4;	9;	Reactive Extensions: buffer until subscriber is idle;	null;	c#/system.reactive/;	https://stackoverflow.com/questions/13593306/reactive-extensions-buffer-until-subscriber-is-idle;
52129272;	327;	0;	0;	Reactive UI Apply multiple filters;	null;	c#/reactiveui/;	https://stackoverflow.com/questions/52129272/reactive-ui-apply-multiple-filters;
50863854;	159;	0;	0;	Polling Batchwise a Database Table with Reactive extensions;	null;	c#/system.reactivereactive/;	https://stackoverflow.com/questions/50863854/polling-batchwise-a-database-table-with-reactive-extensions;
14396449;	31927;	5;	106;	Why are Subjects not recommended in .NET Reactive Extensions?;	14460634;	c#/system.reactivereactivex/;	https://stackoverflow.com/questions/14396449/why-are-subjects-not-recommended-in-net-reactive-extensions;
50451381;	31;	0;	0;	What thread does the work for Reactive Extensions Observable;	null;	c#/multithreadingsystem.reactive/;	https://stackoverflow.com/questions/50451381/what-thread-does-the-work-for-reactive-extensions-observable;
50395951;	451;	3;	2;	Reactive Rx zip queue in .Net;	null;	c#/system.reactive/;	https://stackoverflow.com/questions/50395951/reactive-rx-zip-queue-in-net;
50177352;	435;	2;	1;	Is there a way to track when reactive command finished its execution?;	50177619;	c#/reactiveui/;	https://stackoverflow.com/questions/50177352/is-there-a-way-to-track-when-reactive-command-finished-its-execution;
49732510;	208;	1;	0;	File Monitoring System Reactive Programming;	49732780;	c#/system.reactive/reactivex/reactive/;	https://stackoverflow.com/questions/49732510/file-monitoring-system-reactive-programming;
6527598;	3048;	1;	1;	Alternative to Rx (Reactive Extensions) for .net 3.5;	6527795;	c#/system.reactive/;	https://stackoverflow.com/questions/6527598/alternative-to-rx-reactive-extensions-for-net-3-5;
4738134;	2547;	2;	9;	Delay and de-duplication using Reactive Extensions (Rx);	null;	c#/system.reactivereactive-programming/;	https://stackoverflow.com/questions/4738134/delay-and-de-duplication-using-reactive-extensions-rx;
49577740;	73;	1;	1;	Reactive extensions C# use Catch with anonymous source type;	null;	c#/system.reactive/;	https://stackoverflow.com/questions/49577740/reactive-extensions-c-use-catch-with-anonymous-source-type;
33249287;	1933;	4;	3;	Reactive extension Timer/Interval reset;	33253738;	c#/system.reactive/;	https://stackoverflow.com/questions/33249287/reactive-extension-timer-interval-reset;
49414382;	35;	1;	0;	Timer does not call function using Reactive Extension;	49415117;	c#/reactive-programmingsystem.reactive/;	https://stackoverflow.com/questions/49414382/timer-does-not-call-function-using-reactive-extension;
48853376;	104;	2;	2;	Replay timestamped event stream with Reactive Extensions;	48925505;	c#/system.reactive/;	https://stackoverflow.com/questions/48853376/replay-timestamped-event-stream-with-reactive-extensions;
48870882;	35;	2;	0;	Creating a reactive user input tab;	48870993;	c#/html/asp.net/.net/visual-studio/;	https://stackoverflow.com/questions/48870882/creating-a-reactive-user-input-tab;
1596158;	82432;	16;	218;	Good introduction to the .NET Reactive Framework;	1950381;	c#/.net/asynchronous/system.reactive/;	https://stackoverflow.com/questions/1596158/good-introduction-to-the-net-reactive-framework;
35629588;	106;	1;	1;	Reactive Extensions buffer events until requested;	35630070;	c#/system.reactivereactive-programming/;	https://stackoverflow.com/questions/35629588/reactive-extensions-buffer-events-until-requested;
48654742;	59;	1;	3;	How to group bytes to message in an reactive way;	null;	c#/reactive-programmingsystem.reactive/;	https://stackoverflow.com/questions/48654742/how-to-group-bytes-to-message-in-an-reactive-way;
48570772;	138;	2;	0;	How to properly match sequence in reactive programming;	null;	c#/unity3d/reactive-programming/unirx/;	https://stackoverflow.com/questions/48570772/how-to-properly-match-sequence-in-reactive-programming;
48450477;	51;	1;	0;	How can I change an iteration to be Reactive (Rx);	48504379;	c#/reactive-programming/system.reactive/rx.net/;	https://stackoverflow.com/questions/48450477/how-can-i-change-an-iteration-to-be-reactive-rx;
48401819;	135;	2;	1;	Reactive Test to observe both distinct and duplicate values;	48436215;	c#/system.reactiverx.net/;	https://stackoverflow.com/questions/48401819/reactive-test-to-observe-both-distinct-and-duplicate-values;
48257378;	105;	0;	0;	Reading endless XML fragments from Linux FIFO file using XmlReader and Reactive;	null;	c#/linux/.net-core/system.reactive/named-pipes/;	https://stackoverflow.com/questions/48257378/reading-endless-xml-fragments-from-linux-fifo-file-using-xmlreader-and-reactive;
48078794;	120;	0;	1;	Reactive Synchronization;	null;	c#/synchronization/system.reactive/scheduler/blockingcollection/;	https://stackoverflow.com/questions/48078794/reactive-synchronization;
24843000;	5089;	2;	13;	Reactive Extensions Subscribe calling await;	24844934;	c#/async-awaitsystem.reactive/;	https://stackoverflow.com/questions/24843000/reactive-extensions-subscribe-calling-await;
47525544;	867;	1;	2;	How to Bind data to a Custom ListView with Xamarin Android with Reactive UI;	null;	c#/listview/data-binding/xamarin.android/reactiveui/;	https://stackoverflow.com/questions/47525544/how-to-bind-data-to-a-custom-listview-with-xamarin-android-with-reactive-ui;
47433188;	40;	0;	0;	Reactive Extensions Sample freezes Windows;	null;	c#/winformssystem.reactive/;	https://stackoverflow.com/questions/47433188/reactive-extensions-sample-freezes-windows;
47410020;	103;	1;	1;	Reactive UI cancel removing item from ReactiveList;	null;	c#/reactiveui/;	https://stackoverflow.com/questions/47410020/reactive-ui-cancel-removing-item-from-reactivelist;
47220400;	18;	0;	0;	Reactive: Lambda compilation syntax error;	null;	c#/lambdasystem.reactive/;	https://stackoverflow.com/questions/47220400/reactive-lambda-compilation-syntax-error;
47217633;	31;	0;	1;	Testing connectivity using reactive programming;	null;	c#/system.reactive/;	https://stackoverflow.com/questions/47217633/testing-connectivity-using-reactive-programming;
47133003;	101;	1;	0;	Reactive: Passing a method as a observer function parameter;	47134053;	c#/.netsystem.reactive/;	https://stackoverflow.com/questions/47133003/reactive-passing-a-method-as-a-observer-function-parameter;
45940169;	160;	0;	0;	WPF Reactive UI cast the object when binding;	null;	c#/wpf/data-binding/casting/reactiveui/;	https://stackoverflow.com/questions/45940169/wpf-reactive-ui-cast-the-object-when-binding;
47031906;	34;	1;	0;	Reactive Extensions sample for Xamarin.iOS;	null;	c#/ios/xamarin.ios/reactive/;	https://stackoverflow.com/questions/47031906/reactive-extensions-sample-for-xamarin-ios;
46895836;	64;	1;	2;	FlatMapLatest in C# Reactive Extensions;	46896132;	c#/.netsystem.reactive/;	https://stackoverflow.com/questions/46895836/flatmaplatest-in-c-reactive-extensions;
46492665;	917;	2;	3;	How to use Reactive UI to trigger a different action following a button click vs button press (hold);	46633755;	c#/system.reactivereactiveui/;	https://stackoverflow.com/questions/46492665/how-to-use-reactive-ui-to-trigger-a-different-action-following-a-button-click-vs;
46465215;	86;	1;	0;	Reactive: Refresh AccessToken using observables;	46468763;	c#/system.reactive/;	https://stackoverflow.com/questions/46465215/reactive-refresh-accesstoken-using-observables;
45840230;	153;	2;	2;	Reactive Extensions .MaxBy;	null;	c#/system.reactive/;	https://stackoverflow.com/questions/45840230/reactive-extensions-maxby;
39480685;	801;	2;	0;	How can I bind to an Entry&#39s &quotfocused&quot event with Reactive?;	39499731;	c#/xamarin.formsreactive/;	https://stackoverflow.com/questions/39480685/how-can-i-bind-to-an-entrys-focused-event-with-reactive;
11559255;	3555;	4;	5;	reactive extensions sliding time window;	11646029;	c#/system.reactive/;	https://stackoverflow.com/questions/11559255/reactive-extensions-sliding-time-window;
46069663;	113;	1;	1;	How can I turn a synchronous polling database query into an asynchronous push using reactive extensions in C#?;	46080529;	c#/system.reactive/;	https://stackoverflow.com/questions/46069663/how-can-i-turn-a-synchronous-polling-database-query-into-an-asynchronous-push-us;
46043905;	409;	1;	5;	Write to open FileStream using reactive programming;	46046161;	c#/system.reactive/filestream/tpl-dataflow/;	https://stackoverflow.com/questions/46043905/write-to-open-filestream-using-reactive-programming;
45965563;	649;	2;	1;	Alternative to using Subject in reactive programming?;	45979673;	c#/system.reactive/;	https://stackoverflow.com/questions/45965563/alternative-to-using-subject-in-reactive-programming;
45877403;	86;	1;	1;	Reactive programming normalize time series values;	45882911;	c#/system.reactivereactive-programming/;	https://stackoverflow.com/questions/45877403/reactive-programming-normalize-time-series-values;
45840931;	230;	0;	0;	backpressure .net reactive - fast obeservable;	null;	c#/system.reactive/producer-consumer/reactive/backpressure/;	https://stackoverflow.com/questions/45840931/backpressure-net-reactive-fast-obeservable;
45788087;	99;	1;	1;	Using reactive extensions how I can create a dynamic list with values who can expire;	45788381;	c#/system.reactive/;	https://stackoverflow.com/questions/45788087/using-reactive-extensions-how-i-can-create-a-dynamic-list-with-values-who-can-ex;
44850003;	99;	1;	2;	Reactive Extensions - Flushing Subject / IObservable in a synchronous fashion;	null;	c#/.net/system.reactive/reactive-programming/;	https://stackoverflow.com/questions/44850003/reactive-extensions-flushing-subject-iobservable-in-a-synchronous-fashion;
